t,E_tot,E_x,E_y,E_weak,proj_bx,P_tau,W_tau,C_vx_bx,C_bx_wx,C_vy_by,C_by_wy,D_bx,D_by,Tau_vx,Tau_vy,Tau_bx,Tau_by
5.83000000e-01,4.30691689e-08,4.30691689e-08,2.60582532e-26,4.29734744e-08,1.86681398e-08,-6.29073828e-12,-2.78500101e-13,-2.57275004e-11,-6.75555041e-10,-7.88769793e-26,-5.79954723e-25,-9.54455055e-11,-4.75049589e-26,-6.29073828e-12,-2.60001575e-26,0.00000000e+00,0.00000000e+00
5.84000000e-01,4.30706291e-08,4.30706291e-08,2.74164261e-26,4.29726589e-08,1.87455567e-08,-6.42065580e-12,-2.84920757e-13,-2.63397628e-11,-6.91452977e-10,-8.29765584e-26,-6.10024519e-25,-9.76919812e-11,-4.99633288e-26,-6.42065580e-12,-2.73167636e-26,0.00000000e+00,0.00000000e+00
5.85000000e-01,4.30721238e-08,4.30721238e-08,2.88447339e-26,4.29718243e-08,1.88235940e-08,-6.58368815e-12,-2.91504445e-13,-2.69663933e-11,-7.07722261e-10,-8.72871398e-26,-6.41638420e-25,-9.99908457e-11,-5.25477105e-26,-6.58368815e-12,-2.86994885e-26,0.00000000e+00,0.00000000e+00
5.86000000e-01,4.30736537e-08,4.30736537e-08,3.03467654e-26,4.29709699e-08,1.89022588e-08,-6.71999165e-12,-2.98224437e-13,-2.76077263e-11,-7.24371508e-10,-9.18194844e-26,-6.74875003e-25,-1.02343312e-10,-5.52645055e-26,-6.71999165e-12,-3.01516269e-26,0.00000000e+00,0.00000000e+00
5.87000000e-01,4.30752196e-08,4.30752196e-08,3.19262907e-26,4.29700955e-08,1.89815584e-08,-6.89025738e-12,-3.05114694e-13,-2.82641036e-11,-7.41409531e-10,-9.65848973e-26,-7.09816808e-25,-1.04750623e-10,-5.81204380e-26,-6.89025738e-12,-3.16766370e-26,0.00000000e+00,0.00000000e+00
5.88000000e-01,4.30768225e-08,4.30768225e-08,3.35872716e-26,4.29692005e-08,1.90614999e-08,-7.03325139e-12,-3.12147946e-13,-2.89358752e-11,-7.58845347e-10,-1.01595255e-25,-7.46550538e-25,-1.07214048e-10,-6.11225707e-26,-7.03325139e-12,-3.32781475e-26,0.00000000e+00,0.00000000e+00
5.89000000e-01,4.30784631e-08,4.30784631e-08,3.53338703e-26,4.29682845e-08,1.91420909e-08,-7.21107816e-12,-3.19359024e-13,-2.96233989e-11,-7.76688180e-10,-1.06863033e-25,-7.85167270e-25,-1.09734886e-10,-6.42783216e-26,-7.21107816e-12,-3.49599669e-26,0.00000000e+00,0.00000000e+00
5.90000000e-01,4.30801424e-08,4.30801424e-08,3.71704602e-26,4.29673469e-08,1.92233388e-08,-7.36108152e-12,-3.26720105e-13,-3.03270410e-11,-7.94947469e-10,-1.12401338e-25,-8.25762668e-25,-1.12314466e-10,-6.75954824e-26,-7.36108152e-12,-3.67260918e-26,0.00000000e+00,0.00000000e+00
5.91000000e-01,4.30818612e-08,4.30818612e-08,3.91016358e-26,4.29663873e-08,1.93052511e-08,-7.54681199e-12,-3.34266917e-13,-3.10471761e-11,-8.13632868e-10,-1.18223939e-25,-8.68437218e-25,-1.14954150e-10,-7.10822364e-26,-7.54681199e-12,-3.85807164e-26,0.00000000e+00,0.00000000e+00
5.92000000e-01,4.30836205e-08,4.30836205e-08,4.11322245e-26,4.29654051e-08,1.93878355e-08,-7.70415852e-12,-3.41971076e-13,-3.17841875e-11,-8.32754256e-10,-1.24345299e-25,-9.13296467e-25,-1.17655327e-10,-7.47471786e-26,-7.70415852e-12,-4.05282421e-26,0.00000000e+00,0.00000000e+00
5.93000000e-01,4.30854212e-08,4.30854212e-08,4.32672977e-26,4.29643998e-08,1.94710997e-08,-7.89815104e-12,-3.49869227e-13,-3.25384676e-11,-8.52321740e-10,-1.30780609e-25,-9.60451273e-25,-1.20419422e-10,-7.85993360e-26,-7.89815104e-12,-4.25732875e-26,0.00000000e+00,0.00000000e+00
5.94000000e-01,4.30872643e-08,4.30872643e-08,4.55121836e-26,4.29633709e-08,1.95550515e-08,-8.06319023e-12,-3.57932417e-13,-3.33104174e-11,-8.72345657e-10,-1.37545829e-25,-1.01001808e-24,-1.23247890e-10,-8.26481892e-26,-8.06319023e-12,-4.47206995e-26,0.00000000e+00,0.00000000e+00
5.95000000e-01,4.30891508e-08,4.30891508e-08,4.78724794e-26,4.29623178e-08,1.96396989e-08,-8.26581955e-12,-3.66198237e-13,-3.41004475e-11,-8.92836587e-10,-1.44657721e-25,-1.06211917e-24,-1.26142222e-10,-8.69036948e-26,-8.26581955e-12,-4.69755640e-26,0.00000000e+00,0.00000000e+00
5.96000000e-01,4.30910817e-08,4.30910817e-08,5.03540656e-26,4.29612400e-08,1.97250497e-08,-8.43891728e-12,-3.74637154e-13,-3.49089780e-11,-9.13805349e-10,-1.52133894e-25,-1.11688301e-24,-1.29103941e-10,-9.13763096e-26,-8.43891728e-12,-4.93432179e-26,0.00000000e+00,0.00000000e+00
5.97000000e-01,4.30930580e-08,4.30930580e-08,5.29631196e-26,4.29601368e-08,1.98111121e-08,-8.65057535e-12,-3.83287729e-13,-3.57364384e-11,-9.35263017e-10,-1.59992842e-25,-1.17444449e-24,-1.32134606e-10,-9.60770152e-26,-8.65057535e-12,-5.18292615e-26,0.00000000e+00,0.00000000e+00
5.98000000e-01,4.30950808e-08,4.30950808e-08,5.57061309e-26,4.29590078e-08,1.98978943e-08,-8.83211466e-12,-3.92119844e-13,-3.65832685e-11,-9.57220915e-10,-1.68253991e-25,-1.23494530e-24,-1.35235814e-10,-1.01017344e-25,-8.83211466e-12,-5.44395712e-26,0.00000000e+00,0.00000000e+00
5.99000000e-01,4.30971511e-08,4.30971511e-08,5.85899164e-26,4.29578523e-08,1.99854045e-08,-9.05321137e-12,-4.01173055e-13,-3.74499180e-11,-9.79690633e-10,-1.76937745e-25,-1.29853424e-24,-1.38409194e-10,-1.06209407e-25,-9.05321137e-12,-5.71803130e-26,0.00000000e+00,0.00000000e+00
6.00000000e-01,4.30992702e-08,4.30992702e-08,6.16216373e-26,4.29566696e-08,2.00736512e-08,-9.24359329e-12,-4.10416649e-13,-3.83368471e-11,-1.00268402e-09,-1.86065534e-25,-1.36536758e-24,-1.41656418e-10,-1.11665923e-25,-9.24359329e-12,-6.00579569e-26,0.00000000e+00,0.00000000e+00
6.01000000e-01,4.31014390e-08,4.31014390e-08,6.48088158e-26,4.29554591e-08,2.01626427e-08,-9.47455731e-12,-4.19891206e-13,-3.92445266e-11,-1.02621322e-09,-1.95659867e-25,-1.43560944e-24,-1.44979193e-10,-1.17400248e-25,-9.47455731e-12,-6.30792916e-26,0.00000000e+00,0.00000000e+00
6.02000000e-01,4.31036588e-08,4.31036588e-08,6.81593536e-26,4.29542203e-08,2.02523875e-08,-9.67420164e-12,-4.29565408e-13,-4.01734381e-11,-1.05029062e-09,-2.05744383e-25,-1.50943217e-24,-1.48379265e-10,-1.23426405e-25,-9.67420164e-12,-6.62514403e-26,0.00000000e+00,0.00000000e+00
6.03000000e-01,4.31059308e-08,4.31059308e-08,7.16815508e-26,4.29529524e-08,2.03428945e-08,-9.91548132e-12,-4.39480889e-13,-4.11240744e-11,-1.07492892e-09,-2.16343910e-25,-1.58701677e-24,-1.51858423e-10,-1.29759123e-25,-9.91548132e-12,-6.95818768e-26,0.00000000e+00,0.00000000e+00
6.04000000e-01,4.31082561e-08,4.31082561e-08,7.53841254e-26,4.29516547e-08,2.04341723e-08,-1.01248276e-11,-4.49605716e-13,-4.20969396e-11,-1.10014111e-09,-2.27484524e-25,-1.66855331e-24,-1.55418495e-10,-1.36413867e-25,-1.01248276e-11,-7.30784429e-26,0.00000000e+00,0.00000000e+00
6.05000000e-01,4.31106361e-08,4.31106361e-08,7.92762349e-26,4.29503266e-08,2.05262297e-08,-1.03768918e-11,-4.59982608e-13,-4.30925495e-11,-1.12594048e-09,-2.39193610e-25,-1.75424140e-24,-1.59061352e-10,-1.43406874e-25,-1.03768918e-11,-7.67493664e-26,0.00000000e+00,0.00000000e+00
6.06000000e-01,4.31130719e-08,4.31130719e-08,8.33674979e-26,4.29489674e-08,2.06190757e-08,-1.05964000e-11,-4.70579008e-13,-4.41114319e-11,-1.15234062e-09,-2.51499928e-25,-1.84429064e-24,-1.62788907e-10,-1.50755197e-25,-1.05964000e-11,-8.06032798e-26,0.00000000e+00,0.00000000e+00
6.07000000e-01,4.31155650e-08,4.31155650e-08,8.76680168e-26,4.29475763e-08,2.07127194e-08,-1.08597392e-11,-4.81438747e-13,-4.51541265e-11,-1.17935542e-09,-2.64433681e-25,-1.93892114e-24,-1.66603118e-10,-1.58476740e-25,-1.08597392e-11,-8.46492401e-26,0.00000000e+00,0.00000000e+00
6.08000000e-01,4.31181165e-08,4.31181165e-08,9.21884028e-26,4.29461526e-08,2.08071699e-08,-1.10898910e-11,-4.92528638e-13,-4.62211858e-11,-1.20699913e-09,-2.78026588e-25,-2.03836401e-24,-1.70505989e-10,-1.66590302e-25,-1.10898910e-11,-8.88967498e-26,0.00000000e+00,0.00000000e+00
6.09000000e-01,4.31207280e-08,4.31207280e-08,9.69398004e-26,4.29446955e-08,2.09024365e-08,-1.13650180e-11,-5.03893656e-13,-4.73131747e-11,-1.23528628e-09,-2.92311959e-25,-2.14286196e-24,-1.74499568e-10,-1.75115622e-25,-1.13650180e-11,-9.33557786e-26,0.00000000e+00,0.00000000e+00
6.10000000e-01,4.31234007e-08,4.31234007e-08,1.01933915e-25,4.29432042e-08,2.09985286e-08,-1.16063176e-11,-5.15499974e-13,-4.84306714e-11,-1.26423177e-09,-3.07324772e-25,-2.25266982e-24,-1.78585951e-10,-1.84073425e-25,-1.16063176e-11,-9.80367858e-26,0.00000000e+00,0.00000000e+00
6.11000000e-01,4.31261361e-08,4.31261361e-08,1.07183039e-25,4.29416780e-08,2.10954555e-08,-1.18937689e-11,-5.27393743e-13,-4.95742674e-11,-1.29385083e-09,-3.23101760e-25,-2.36805518e-24,-1.82767284e-10,-1.93485472e-25,-1.18937689e-11,-1.02950745e-25,0.00000000e+00,0.00000000e+00
6.12000000e-01,4.31289357e-08,4.31289357e-08,1.12700085e-25,4.29401161e-08,2.11932270e-08,-1.21467441e-11,-5.39540487e-13,-5.07445676e-11,-1.32415904e-09,-3.39681497e-25,-2.48929901e-24,-1.87045759e-10,-2.03374609e-25,-1.21467441e-11,-1.08109168e-25,0.00000000e+00,0.00000000e+00
6.13000000e-01,4.31318009e-08,4.31318009e-08,1.18498612e-25,4.29385175e-08,2.12918526e-08,-1.24470807e-11,-5.51987568e-13,-5.19421912e-11,-1.35517235e-09,-3.57104486e-25,-2.61669631e-24,-1.91423621e-10,-2.13764826e-25,-1.24470807e-11,-1.13524133e-25,0.00000000e+00,0.00000000e+00
6.14000000e-01,4.31347334e-08,4.31347334e-08,1.24592860e-25,4.29368816e-08,2.13913423e-08,-1.27122839e-11,-5.64699852e-13,-5.31677715e-11,-1.38690706e-09,-3.75413260e-25,-2.75055684e-24,-1.95903165e-10,-2.24681304e-25,-1.27122839e-11,-1.19208311e-25,0.00000000e+00,0.00000000e+00
6.15000000e-01,4.31377346e-08,4.31377346e-08,1.30997784e-25,4.29352073e-08,2.14917058e-08,-1.30260927e-11,-5.77725944e-13,-5.44219563e-11,-1.41937985e-09,-3.94652481e-25,-2.89120584e-24,-2.00486742e-10,-2.36150487e-25,-1.30260927e-11,-1.25174993e-25,0.00000000e+00,0.00000000e+00
6.16000000e-01,4.31408061e-08,4.31408061e-08,1.37729089e-25,4.29334938e-08,2.15929532e-08,-1.33041023e-11,-5.91030047e-13,-5.57054087e-11,-1.45260780e-09,-4.14869043e-25,-3.03898476e-24,-2.05176752e-10,-2.48200131e-25,-1.33041023e-11,-1.31438124e-25,0.00000000e+00,0.00000000e+00
6.17000000e-01,4.31439496e-08,4.31439496e-08,1.44803270e-25,4.29317402e-08,2.16950947e-08,-1.36319968e-11,-6.04662043e-13,-5.70188066e-11,-1.48660836e-09,-4.36112187e-25,-3.19425212e-24,-2.09975655e-10,-2.60859381e-25,-1.36319968e-11,-1.38012333e-25,0.00000000e+00,0.00000000e+00
6.18000000e-01,4.31471668e-08,4.31471668e-08,1.52237646e-25,4.29299455e-08,2.17981406e-08,-1.39234182e-11,-6.18585462e-13,-5.83628440e-11,-1.52139940e-09,-4.58433617e-25,-3.35738432e-24,-2.14885966e-10,-2.74158832e-25,-1.39234182e-11,-1.44912965e-25,0.00000000e+00,0.00000000e+00
6.19000000e-01,4.31504593e-08,4.31504593e-08,1.60050404e-25,4.29281089e-08,2.19021010e-08,-1.42660405e-11,-6.32851502e-13,-5.97382305e-11,-1.55699919e-09,-4.81887619e-25,-3.52877656e-24,-2.19910256e-10,-2.88130602e-25,-1.42660405e-11,-1.52156118e-25,0.00000000e+00,0.00000000e+00
6.20000000e-01,4.31538290e-08,4.31538290e-08,1.68260646e-25,4.29262293e-08,2.20069867e-08,-1.45715073e-11,-6.47423009e-13,-6.11456924e-11,-1.59342644e-09,-5.06531191e-25,-3.70884372e-24,-2.25051157e-10,-3.02808411e-25,-1.45715073e-11,-1.59758680e-25,0.00000000e+00,0.00000000e+00
6.21000000e-01,4.31572775e-08,4.31572775e-08,1.76888426e-25,4.29243057e-08,2.21128082e-08,-1.49295287e-11,-6.62352538e-13,-6.25859725e-11,-1.63070026e-09,-5.32424181e-25,-3.89802137e-24,-2.30311361e-10,-3.18227656e-25,-1.49295287e-11,-1.67738364e-25,0.00000000e+00,0.00000000e+00
6.22000000e-01,4.31608069e-08,4.31608069e-08,1.85954806e-25,4.29223371e-08,2.22195761e-08,-1.52497043e-11,-6.77602242e-13,-6.40598309e-11,-1.66884022e-09,-5.59629422e-25,-4.09676680e-24,-2.35693623e-10,-3.34425496e-25,-1.52497043e-11,-1.76113752e-25,0.00000000e+00,0.00000000e+00
6.23000000e-01,4.31644188e-08,4.31644188e-08,1.95481899e-25,4.29203224e-08,2.23273014e-08,-1.56238270e-11,-6.93226069e-13,-6.55680450e-11,-1.70786633e-09,-5.88212883e-25,-4.30556008e-24,-2.41200760e-10,-3.51440939e-25,-1.56238270e-11,-1.84904336e-25,0.00000000e+00,0.00000000e+00
6.24000000e-01,4.31681153e-08,4.31681153e-08,2.05492926e-25,4.29182607e-08,2.24359950e-08,-1.59594057e-11,-7.09185475e-13,-6.71114103e-11,-1.74779909e-09,-6.18243828e-25,-4.52490517e-24,-2.46835655e-10,-3.69314933e-25,-1.59594057e-11,-1.94130564e-25,0.00000000e+00,0.00000000e+00
6.25000000e-01,4.31718983e-08,4.31718983e-08,2.16012271e-25,4.29161507e-08,2.25456681e-08,-1.63503643e-11,-7.25535839e-13,-6.86907406e-11,-1.78865942e-09,-6.49794971e-25,-4.75533115e-24,-2.52601255e-10,-3.88090461e-25,-1.63503643e-11,-2.03813880e-25,0.00000000e+00,0.00000000e+00
6.26000000e-01,4.31757698e-08,4.31757698e-08,2.27065534e-25,4.29139915e-08,2.26563318e-08,-1.67020728e-11,-7.42237912e-13,-7.03068684e-11,-1.83046878e-09,-6.82942655e-25,-4.99739341e-24,-2.58500578e-10,-4.07812643e-25,-1.67020728e-11,-2.13976783e-25,0.00000000e+00,0.00000000e+00
6.27000000e-01,4.31797319e-08,4.31797319e-08,2.38679596e-25,4.29117817e-08,2.27679975e-08,-1.71106354e-11,-7.59348548e-13,-7.19606455e-11,-1.87324907e-09,-7.17767028e-25,-5.25167499e-24,-2.64536708e-10,-4.28528842e-25,-1.71106354e-11,-2.24642868e-25,0.00000000e+00,0.00000000e+00
6.28000000e-01,4.31837866e-08,4.31837866e-08,2.50882682e-25,4.29095203e-08,2.28806767e-08,-1.74792345e-11,-7.76827782e-13,-7.36529431e-11,-1.91702273e-09,-7.54352230e-25,-5.51878793e-24,-2.70712804e-10,-4.50288773e-25,-1.74792345e-11,-2.35836887e-25,0.00000000e+00,0.00000000e+00
6.29000000e-01,4.31879362e-08,4.31879362e-08,2.63704427e-25,4.29072061e-08,2.29943810e-08,-1.79062046e-11,-7.94733987e-13,-7.53846527e-11,-1.96181270e-09,-7.92786595e-25,-5.79937468e-24,-2.77032093e-10,-4.73144618e-25,-1.79062046e-11,-2.47584800e-25,0.00000000e+00,0.00000000e+00
6.30000000e-01,4.31921829e-08,4.31921829e-08,2.77175943e-25,4.29048378e-08,2.31091222e-08,-1.82924906e-11,-8.13026477e-13,-7.71566862e-11,-2.00764245e-09,-8.33162853e-25,-6.09410966e-24,-2.83497880e-10,-4.97151150e-25,-1.82924906e-11,-2.59913837e-25,0.00000000e+00,0.00000000e+00
6.31000000e-01,4.31965288e-08,4.31965288e-08,2.91329898e-25,4.29024142e-08,2.32249120e-08,-1.87387086e-11,-8.31765186e-13,-7.89699766e-11,-2.05453600e-09,-8.75578352e-25,-6.40370078e-24,-2.90113544e-10,-5.22365863e-25,-1.87387086e-11,-2.72852559e-25,0.00000000e+00,0.00000000e+00
6.32000000e-01,4.32009763e-08,4.32009763e-08,3.06200589e-25,4.28999339e-08,2.33417627e-08,-1.91435149e-11,-8.50908701e-13,-8.08254783e-11,-2.10251792e-09,-9.20135284e-25,-6.72889112e-24,-2.96882542e-10,-5.48849100e-25,-1.91435149e-11,-2.86430922e-25,0.00000000e+00,0.00000000e+00
6.33000000e-01,4.32055277e-08,4.32055277e-08,3.21824024e-25,4.28973958e-08,2.34596862e-08,-1.96098599e-11,-8.70518561e-13,-8.27241677e-11,-2.15161333e-09,-9.66940924e-25,-7.07046068e-24,-3.03808411e-10,-5.76664197e-25,-1.96098599e-11,-3.00680344e-25,0.00000000e+00,0.00000000e+00
6.34000000e-01,4.32101855e-08,4.32101855e-08,3.38238007e-25,4.28947984e-08,2.35786948e-08,-2.00340588e-11,-8.90552620e-13,-8.46670439e-11,-2.20184794e-09,-1.01610788e-24,-7.42922815e-24,-3.10894768e-10,-6.05877631e-25,-2.00340588e-11,-3.15633780e-25,0.00000000e+00,0.00000000e+00
6.35000000e-01,4.32149521e-08,4.32149521e-08,3.55482226e-25,4.28921403e-08,2.36988011e-08,-2.05214504e-11,-9.11074070e-13,-8.66551286e-11,-2.25324806e-09,-1.06775437e-24,-7.80605288e-24,-3.18145316e-10,-6.36559175e-25,-2.05214504e-11,-3.31325790e-25,0.00000000e+00,0.00000000e+00
6.36000000e-01,4.32198301e-08,4.32198301e-08,3.73598347e-25,4.28894202e-08,2.38200176e-08,-2.09659549e-11,-9.32040025e-13,-8.86894673e-11,-2.30584058e-09,-1.12200447e-24,-8.20183686e-24,-3.25563839e-10,-6.68782056e-25,-2.09659549e-11,-3.47792624e-25,0.00000000e+00,0.00000000e+00
6.37000000e-01,4.32248220e-08,4.32248220e-08,3.92630111e-25,4.28866367e-08,2.39423569e-08,-2.14753547e-11,-9.53515380e-13,-9.07711296e-11,-2.35965303e-09,-1.17898844e-24,-8.61752679e-24,-3.33154212e-10,-7.02623130e-25,-2.14753547e-11,-3.65072299e-25,0.00000000e+00,0.00000000e+00
6.38000000e-01,4.32299305e-08,4.32299305e-08,4.12623440e-25,4.28837881e-08,2.40658320e-08,-2.19411205e-11,-9.75456500e-13,-9.29012096e-11,-2.41471357e-09,-1.23884299e-24,-9.05411633e-24,-3.40920396e-10,-7.38163061e-25,-2.19411205e-11,-3.83204686e-25,0.00000000e+00,0.00000000e+00
6.39000000e-01,4.32351582e-08,4.32351582e-08,4.33626539e-25,4.28808731e-08,2.41904559e-08,-2.24735345e-11,-9.97930035e-13,-9.50808267e-11,-2.47105100e-09,-1.30171163e-24,-9.51264840e-24,-3.48866445e-10,-7.75486501e-25,-2.24735345e-11,-4.02231603e-25,0.00000000e+00,0.00000000e+00
6.40000000e-01,4.32405081e-08,4.32405081e-08,4.55690015e-25,4.28778901e-08,2.43162416e-08,-2.29615619e-11,-1.02089160e-12,-9.73111259e-11,-2.52869479e-09,-1.36774500e-24,-9.99421758e-24,-3.56996505e-10,-8.14682295e-25,-2.29615619e-11,-4.22196905e-25,0.00000000e+00,0.00000000e+00
6.41000000e-01,4.32459827e-08,4.32459827e-08,4.78866991e-25,4.28748376e-08,2.44432026e-08,-2.35180423e-11,-1.04440964e-12,-9.95932787e-11,-2.58767508e-09,-1.43710119e-24,-1.04999727e-23,-3.65314818e-10,-8.55843683e-25,-2.35180423e-11,-4.43146585e-25,0.00000000e+00,0.00000000e+00
6.42000000e-01,4.32515852e-08,4.32515852e-08,5.03213233e-25,4.28717138e-08,2.45713522e-08,-2.40293783e-11,-1.06843902e-12,-1.01928484e-10,-2.64802271e-09,-1.50994617e-24,-1.10311195e-23,-3.73825723e-10,-8.99068516e-25,-2.40293783e-11,-4.65128876e-25,0.00000000e+00,0.00000000e+00
6.43000000e-01,4.32573184e-08,4.32573184e-08,5.28787281e-25,4.28685172e-08,2.47007041e-08,-2.46110257e-11,-1.09305004e-12,-1.04317967e-10,-2.70976923e-09,-1.58645410e-24,-1.15889233e-23,-3.82533659e-10,-9.44459484e-25,-2.46110257e-11,-4.88194365e-25,0.00000000e+00,0.00000000e+00
6.44000000e-01,4.32631854e-08,4.32631854e-08,5.55650582e-25,4.28652460e-08,2.48312720e-08,-2.51467659e-11,-1.11819681e-12,-1.06762982e-10,-2.77294690e-09,-1.66680781e-24,-1.21747121e-23,-3.91443167e-10,-9.92124350e-25,-2.51467659e-11,-5.12396098e-25,0.00000000e+00,0.00000000e+00
6.45000000e-01,4.32691892e-08,4.32691892e-08,5.83867640e-25,4.28618986e-08,2.49630698e-08,-2.57547315e-11,-1.14395154e-12,-1.09264813e-10,-2.83758875e-09,-1.75119917e-24,-1.27898798e-23,-4.00558892e-10,-1.04217621e-24,-2.57547315e-11,-5.37789709e-25,0.00000000e+00,0.00000000e+00
6.46000000e-01,4.32753330e-08,4.32753330e-08,6.13506162e-25,4.28584731e-08,2.50961117e-08,-2.63160228e-11,-1.17026756e-12,-1.11824771e-10,-2.90372855e-09,-1.83982957e-24,-1.34358890e-23,-4.09885585e-10,-1.09473373e-24,-2.63160228e-11,-5.64433537e-25,0.00000000e+00,0.00000000e+00
6.47000000e-01,4.32816202e-08,4.32816202e-08,6.44637215e-25,4.28549679e-08,2.52304118e-08,-2.69515109e-11,-1.19721907e-12,-1.14444201e-10,-2.97140084e-09,-1.93291036e-24,-1.41142748e-23,-4.19428109e-10,-1.14992146e-24,-2.69515109e-11,-5.92388762e-25,0.00000000e+00,0.00000000e+00
6.48000000e-01,4.32880539e-08,4.32880539e-08,6.77335398e-25,4.28513809e-08,2.53659846e-08,-2.75395536e-11,-1.22475863e-12,-1.17124475e-10,-3.04064097e-09,-2.03066336e-24,-1.48266479e-23,-4.29191435e-10,-1.20787007e-24,-2.75395536e-11,-6.21719541e-25,0.00000000e+00,0.00000000e+00
6.49000000e-01,4.32946377e-08,4.32946377e-08,7.11679010e-25,4.28477104e-08,2.55028446e-08,-2.82038237e-11,-1.25296245e-12,-1.19867000e-10,-3.11148509e-09,-2.13332138e-24,-1.55746989e-23,-4.39180651e-10,-1.26871672e-24,-2.82038237e-11,-6.52493153e-25,0.00000000e+00,0.00000000e+00
6.50000000e-01,4.33013749e-08,4.33013749e-08,7.47750235e-25,4.28439543e-08,2.56410066e-08,-2.88198740e-11,-1.28178232e-12,-1.22673212e-10,-3.18397019e-09,-2.24112875e-24,-1.63602018e-23,-4.49400960e-10,-1.33260529e-24,-2.88198740e-11,-6.84780149e-25,0.00000000e+00,0.00000000e+00
6.51000000e-01,4.33082691e-08,4.33082691e-08,7.85635335e-25,4.28401108e-08,2.57804854e-08,-2.95142437e-11,-1.31129657e-12,-1.25544582e-10,-3.25813411e-09,-2.35434188e-24,-1.71850184e-23,-4.59857686e-10,-1.39968680e-24,-2.95142437e-11,-7.18654510e-25,0.00000000e+00,0.00000000e+00
6.52000000e-01,4.33153241e-08,4.33153241e-08,8.25424847e-25,4.28361778e-08,2.59212960e-08,-3.01596165e-11,-1.34145619e-12,-1.28482616e-10,-3.33401555e-09,-2.47322986e-24,-1.80511020e-23,-4.70556274e-10,-1.47011969e-24,-3.01596165e-11,-7.54193815e-25,0.00000000e+00,0.00000000e+00
6.53000000e-01,4.33225434e-08,4.33225434e-08,8.67213798e-25,4.28321531e-08,2.60634539e-08,-3.08854639e-11,-1.37234165e-12,-1.31488851e-10,-3.41165411e-09,-2.59807509e-24,-1.89605028e-23,-4.81502296e-10,-1.54407022e-24,-3.08854639e-11,-7.91479413e-25,0.00000000e+00,0.00000000e+00
6.54000000e-01,4.33299308e-08,4.33299308e-08,9.11101922e-25,4.28280347e-08,2.62069743e-08,-3.15615352e-11,-1.40390318e-12,-1.34564864e-10,-3.49109030e-09,-2.72917394e-24,-1.99153719e-23,-4.92701449e-10,-1.62171285e-24,-3.15615352e-11,-8.30596607e-25,0.00000000e+00,0.00000000e+00
6.55000000e-01,4.33374904e-08,4.33374904e-08,9.57193895e-25,4.28238205e-08,2.63518728e-08,-3.23203020e-11,-1.43622349e-12,-1.37712264e-10,-3.57236556e-09,-2.86683739e-24,-2.09179665e-23,-5.04159564e-10,-1.70323063e-24,-3.23203020e-11,-8.71634842e-25,0.00000000e+00,0.00000000e+00
6.56000000e-01,4.33452261e-08,4.33452261e-08,1.00559958e-24,4.28195082e-08,2.64981652e-08,-3.30285119e-11,-1.46925200e-12,-1.40932699e-10,-3.65552226e-09,-3.01139183e-24,-2.19706554e-23,-5.15882603e-10,-1.78881561e-24,-3.30285119e-11,-9.14687911e-25,0.00000000e+00,0.00000000e+00
6.57000000e-01,4.33531419e-08,4.33531419e-08,1.05643427e-24,4.28150955e-08,2.66458674e-08,-3.38217060e-11,-1.50307370e-12,-1.44227856e-10,-3.74060378e-09,-3.16317972e-24,-2.30759239e-23,-5.27876666e-10,-1.87866933e-24,-3.38217060e-11,-9.59854159e-25,0.00000000e+00,0.00000000e+00
6.58000000e-01,4.33612420e-08,4.33612420e-08,1.10981897e-24,4.28105801e-08,2.67949956e-08,-3.45635619e-11,-1.53763727e-12,-1.47599459e-10,-3.82765447e-09,-3.32256047e-24,-2.42363798e-23,-5.40147995e-10,-1.97300324e-24,-3.45635619e-11,-1.00723671e-24,0.00000000e+00,0.00000000e+00
6.59000000e-01,4.33695307e-08,4.33695307e-08,1.16588069e-24,4.28059596e-08,2.69455661e-08,-3.53927606e-11,-1.57303003e-12,-1.51049272e-10,-3.91671972e-09,-3.48991120e-24,-2.54547597e-23,-5.52702972e-10,-2.07203919e-24,-3.53927606e-11,-1.05694368e-24,0.00000000e+00,0.00000000e+00
6.60000000e-01,4.33780123e-08,4.33780123e-08,1.22475268e-24,4.28012316e-08,2.70975953e-08,-3.61698399e-11,-1.60919987e-12,-1.54579099e-10,-4.00784594e-09,-3.66562766e-24,-2.67339347e-23,-5.65548129e-10,-2.17600994e-24,-3.61698399e-11,-1.10908845e-24,0.00000000e+00,0.00000000e+00
6.61000000e-01,4.33866913e-08,4.33866913e-08,1.28657483e-24,4.27963937e-08,2.72511000e-08,-3.70366933e-11,-1.64623656e-12,-1.58190788e-10,-4.10108062e-09,-3.85012510e-24,-2.80769176e-23,-5.78690144e-10,-2.28515971e-24,-3.70366933e-11,-1.16378989e-24,0.00000000e+00,0.00000000e+00
6.62000000e-01,4.33955724e-08,4.33955724e-08,1.35149390e-24,4.27914432e-08,2.74060970e-08,-3.78506467e-11,-1.68408721e-12,-1.61886226e-10,-4.19647233e-09,-4.04383926e-24,-2.94868691e-23,-5.92135852e-10,-2.39974474e-24,-3.78506467e-11,-1.22117264e-24,0.00000000e+00,0.00000000e+00
